Query	Document	Answer	Context_Relevance_Label
What are the conditions for a draw by insufficient material?	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."	1
What are the arbiter's options when a player disturbs the opponent?	"However, there is the possibility for an arbiter or an organizer to specify in advance (in the regulations of the event) a less severe penalty for a violation of this article (perhaps a fine). They can also include in the regulations of the event the possibility of bringing such a device to the tournament provided that certain conditions are fulfilled: that it is completely switched off and stored in a separate bag, so that it is not in contact with the player and the player does not have access to the bag during the game, without the arbiter's permission (and he/she cannot take the bag with him to the toilet, and so on.).
A player who arrives after the start of a round should be given the opportunity to store his/her device before playing their first move, either with the organiser or placed in a bag, if this is allowed."	"However, there is the possibility for an arbiter or an organizer to specify in advance (in the regulations of the event) a less severe penalty for a violation of this article (perhaps a fine). They can also include in the regulations of the event the possibility of bringing such a device to the tournament provided that certain conditions are fulfilled: that it is completely switched off and stored in a separate bag, so that it is not in contact with the player and the player does not have access to the bag during the game, without the arbiter's permission (and he/she cannot take the bag with him to the toilet, and so on.).
A player who arrives after the start of a round should be given the opportunity to store his/her device before playing their first move, either with the organiser or placed in a bag, if this is allowed."	1
Can a player castle if the rook is attacked?	"## 3.8 There are two different ways of moving the king: 3.8.1 by moving to an adjoining square
<!-- image -->
3.8.2 by 'castling'. This is a move of the king and either rook of the same colour along the player's first rank, counting as a single move of the king and executed as follows: the king is transferred from its original square two squares towards the rook on its original square, then that rook is transferred to the square the king has just crossed.
<!-- image -->
Before white kingside castling Before black queenside castling
Before white queenside castling Before black kingside castling
<!-- image -->
After white kingside castling
<!-- image -->
After black queenside castling
After white queenside castling After black kingside castling
<!-- image -->
- 3.8.2.1 The right to castle has been lost:
- 3.8.2.1.1 If the king has already moved, or
- 3.8.2.1.2 With a rook that has already moved.
- 3.8.2.2 Castling is prevented temporarily:
- 3.8.2.2.1 if the square on which the king stands, or the square which it must cross, or the square which it is to occupy, is attacked by one or more of the opponent's pieces, or
- 3.8.2.2.2 if there is any piece between the king and the rook with which castling is to be effected.
- 3.9 The king in check:"	"## 3.8 There are two different ways of moving the king: 3.8.1 by moving to an adjoining square
<!-- image -->
3.8.2 by 'castling'. This is a move of the king and either rook of the same colour along the player's first rank, counting as a single move of the king and executed as follows: the king is transferred from its original square two squares towards the rook on its original square, then that rook is transferred to the square the king has just crossed.
<!-- image -->
Before white kingside castling Before black queenside castling
Before white queenside castling Before black kingside castling
<!-- image -->
After white kingside castling
<!-- image -->
After black queenside castling
After white queenside castling After black kingside castling
<!-- image -->
- 3.8.2.1 The right to castle has been lost:
- 3.8.2.1.1 If the king has already moved, or
- 3.8.2.1.2 With a rook that has already moved.
- 3.8.2.2 Castling is prevented temporarily:
- 3.8.2.2.1 if the square on which the king stands, or the square which it must cross, or the square which it is to occupy, is attacked by one or more of the opponent's pieces, or
- 3.8.2.2.2 if there is any piece between the king and the rook with which castling is to be effected.
- 3.9 The king in check:"	1
What are the default time penalties an arbiter can give?	"## A.5.5 The arbiter shall also call a flag fall, if he/she observes it.
- A.6 The regulations of an event shall specify whether Article A.4 or Article A.5 shall apply for the entire event.

## Appendix B. Blitz
- B.1 A 'blitz' game is one where all the moves must be completed in a fixed time of 10 minutes or less for each player; or the allotted time plus 60 times any increment is 10 minutes or less for each player .
According to the Tournament Regulations of an event the time control is 5 minutes for the whole game and 5 seconds increment for each move That is: for 60 moves we would get 5'+ (5'x60) = 5'+5' = 10'. According to Art. B.1 we have a Blitz game.
- B.2 The Competition Rules shall apply if:
- B.2.1 one arbiter supervises one game and
- B.2.2 each game is recorded by the arbiter or his/her assistant and, if possible, by electronic means.
- B.2.3 The player may at any time, when it is his/her move, ask the arbiter or his/her assistant to show him/her the scoresheet. This may be requested a maximum of five times in a game. More requests shall be considered as a distraction of the opponent.
If the Competition Rules are used, they must apply to every round. They cannot be introduced, for example, only for the final.
In both Blitz and Rapid Chess, if the player asks from the Arbiter to see the score sheet, the clock should not be paused.
- B.3 Otherwise, play shall be governed by the Rapid chess Laws as in Article A.2, A.3 and A.5.
- B.4 The regulations of an event shall specify whether Article B.2 or Article B.3 shall apply for the entire event."		0
What should happen when an illegal move is discovered?	"If a game with reversed colours has ended by normal means (for example checkmate, resignation or draw by agreement), in less than ten (10) moves by both players, then the result stands.
- 7.4 Displaced pieces:
- 7.4.1 If a player displaces one or more pieces, he/she shall re-establish the correct position in his/her own time.
- 7.4.2 If necessary, either the player or h i s / h e r opponent shall pause the chessclock and ask for the arbiter's assistance.
- 7.4.3 The arbiter may penalise the player who displaces the pieces.
Player A's clock is running when Player B accidentally displaces a piece. Player A should not restart Player B's clock but should pause the clock and summon the arbiter. The arbiter may then either add time to A's clock or subtract time from B's clock. If A restarts B's clock this creates several problems with increments being wrongly added and the move counter affected.
Most problems happen in Rapid Chess or Blitz. The penalty should be according to Article 12.9. A player should not be forfeited immediately for accidentally displacing a piece. If he/she did it deliberately, perhaps in order to gain time, or does it several times, that is different.
- 7.5 Illegal moves:
- 7.5.1 An illegal move is completed once the player has pressed his/her clock. If during a game it is found that an illegal move has been completed, the position immediately before the irregularity shall be reinstated. If the position immediately before the irregularity cannot be determined, the game shall continue from the last identifiable position prior to the irregularity. Articles 4.3 and 4.7 apply to the move replacing the illegal move. The game shall then continue from this reinstated position."	"If a game with reversed colours has ended by normal means (for example checkmate, resignation or draw by agreement), in less than ten (10) moves by both players, then the result stands.
- 7.4 Displaced pieces:
- 7.4.1 If a player displaces one or more pieces, he/she shall re-establish the correct position in his/her own time.
- 7.4.2 If necessary, either the player or h i s / h e r opponent shall pause the chessclock and ask for the arbiter's assistance.
- 7.4.3 The arbiter may penalise the player who displaces the pieces.
Player A's clock is running when Player B accidentally displaces a piece. Player A should not restart Player B's clock but should pause the clock and summon the arbiter. The arbiter may then either add time to A's clock or subtract time from B's clock. If A restarts B's clock this creates several problems with increments being wrongly added and the move counter affected.
Most problems happen in Rapid Chess or Blitz. The penalty should be according to Article 12.9. A player should not be forfeited immediately for accidentally displacing a piece. If he/she did it deliberately, perhaps in order to gain time, or does it several times, that is different.
- 7.5 Illegal moves:
- 7.5.1 An illegal move is completed once the player has pressed his/her clock. If during a game it is found that an illegal move has been completed, the position immediately before the irregularity shall be reinstated. If the position immediately before the irregularity cannot be determined, the game shall continue from the last identifiable position prior to the irregularity. Articles 4.3 and 4.7 apply to the move replacing the illegal move. The game shall then continue from this reinstated position."	1
What is the exact Elo rating requirement to become a FIDE Master?	"## 0.5 Definitions
In the following text some special terms are used.
Rating refers to a player's Standard FIDE rating
Rating performance is based on the player's result and average rating of opponents (see 1.4.6 to 1.4.8).
Title performance is a result that gives a performance rating as defined in 1.4.6 to 1.4.9 against the minimum average of the opponents, for that title.
GM performance is ≥ 2600 performance against opponents with average rating ≥ 2380.
IM performance is ≥ 2450 performance against opponents with average rating ≥ 2230.
WGM performance is ≥ 2400 performance against opponents with average rating ≥ 2180.
WIM performance is ≥ 2250 performance against opponents with average rating ≥ 2030.
Title norm is a title performance fulfilling additional requirements concerning the mix of titled players and nationalities as specified in articles 1.4.2 to 1.4.5.
Direct title (automatic title) is a title gained by achieving a certain place or result in a tournament. On application by the player's federation and confirmation by the Qualification Commission, such titles are awarded automatically by FIDE.
Until 2014, a nine game GM performance in the Olympiad was considered to be a 13 game GM norm. Now, there is no such rule. The current rule is that a player should have a rating performance of at least 2600 to satisfy one of the conditions to get a GM norm in a tournament. For other norms also, the player should have a specific rating performance."	"## 0.5 Definitions
In the following text some special terms are used.
Rating refers to a player's Standard FIDE rating
Rating performance is based on the player's result and average rating of opponents (see 1.4.6 to 1.4.8).
Title performance is a result that gives a performance rating as defined in 1.4.6 to 1.4.9 against the minimum average of the opponents, for that title.
GM performance is ≥ 2600 performance against opponents with average rating ≥ 2380.
IM performance is ≥ 2450 performance against opponents with average rating ≥ 2230.
WGM performance is ≥ 2400 performance against opponents with average rating ≥ 2180.
WIM performance is ≥ 2250 performance against opponents with average rating ≥ 2030.
Title norm is a title performance fulfilling additional requirements concerning the mix of titled players and nationalities as specified in articles 1.4.2 to 1.4.5.
Direct title (automatic title) is a title gained by achieving a certain place or result in a tournament. On application by the player's federation and confirmation by the Qualification Commission, such titles are awarded automatically by FIDE.
Until 2014, a nine game GM performance in the Olympiad was considered to be a 13 game GM norm. Now, there is no such rule. The current rule is that a player should have a rating performance of at least 2600 to satisfy one of the conditions to get a GM norm in a tournament. For other norms also, the player should have a specific rating performance."	1
When is move recording required according to FIDE Laws?	"| Article 9: The Drawn Game.....................................................................................................................................31 | Article 9: The Drawn Game.....................................................................................................................................31 | |
| Article 10: Points.....................................................................................................................................................34 | Article 10: Points.....................................................................................................................................................34 | |
| Article 11: The Conduct of the Players....................................................................................................................35 | Article 11: The Conduct of the Players....................................................................................................................35 | |
| Article 12: The Role of the Arbiter (see Preface) ....................................................................................................38 | Article 12: The Role of the Arbiter (see Preface) ....................................................................................................38 | |
| Appendix A. Rapid chess.........................................................................................................................................40 | Appendix A. Rapid chess.........................................................................................................................................40 | |"		0
When can an arbiter declare a game drawn due to insufficient material?	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."	1
When can a player claim a draw by the 50-move rule?	"| 35 | 29 | V. Lukiyanchuk | 2358 UKR 61 w 0 52 b 1 57 w 1⁄2 45 b 1⁄2 23 w 0 60 b 1 66 w 1 32 b 1⁄2 30 w 1⁄2 5 | 0 | 36 | | | 391⁄2 | 3 | | | 2240 |
| | | | | | | | | 4 | | -14,7 | 2197 | |
| 36 | 59 | FM C. Patrascu | 2227 ROU 29 w 0 83 b 1 43 w 1⁄2 32 b 1⁄2 27 w 0 59 b 1 50 w 1⁄2 44 b 1⁄2 53 w 1 5 | 0 | | 351⁄237 | 4 | 3 | | 20,1 | 2302 | 2329 |"		0
What are the requirements for a valid claim of threefold repetition?	"## 9.1.2.3 A claim of a draw under Article 9.2 or 9.3 shall be considered to be an offer of a draw.
The correct sequence of a draw offer is clear:
1. make a move
2. offer of a draw
3. press the clock
If a player deviates from this order, the offer still stands though it has been offered in an incorrect manner.
The arbiter in this case has to penalise the player, according to Article 12.9. No conditions can be attached to a draw offer."	"## 9.1.2.3 A claim of a draw under Article 9.2 or 9.3 shall be considered to be an offer of a draw.
The correct sequence of a draw offer is clear:
1. make a move
2. offer of a draw
3. press the clock
If a player deviates from this order, the offer still stands though it has been offered in an incorrect manner.
The arbiter in this case has to penalise the player, according to Article 12.9. No conditions can be attached to a draw offer."	1
What happens when a player completes a move but the position remains impossible?	"It is very important that the irregularity must be discovered during the game. After the players have signed the scoresheets or it is clear in another way that the game is over, corrections are not possible. The result stands.
When the irregularity is discovered during the game the game, the game restarts from the restored position. The 'touch move' rule applies so the piece to be played should be, if possible, the one first touched, either the piece illegally moved or the piece captured.
If the irregularity was caused by a check being missed the touched piece should be used to block the check or capture the checking piece, if possible.
A move cannot be declared illegal until the player has completed his/her move by pressing his/her clock. So, the player can correct his/her move without being penalized, even if he/she had already released the piece on the board, provided he/she hasn't pressed the clock. Of course, he/she must comply with the relevant parts of article 4.
If an arbiter observes an illegal move he/she must always intervene immediately. He/She should not wait for a claim to be submitted by a player.
- 7.5.2 If the player has moved a pawn to the furthest distant rank, pressed the clock, but not replaced the pawn with a new piece, the move is illegal. The pawn shall be replaced by a queen of the same colour as the pawn.
- 7.5.3 If the player presses the clock without making a move, it shall be considered and penalised as if an illegal move.
If a player restarts the opponent's clock instead of pausing it an arbiter may regard this as an accident and punish it less severely.
For example: Player B makes an illegal move. Player A, instead of pausing the clock, restarts the opponent's clock. Is this an infringement of Article 7.5.3?"	"It is very important that the irregularity must be discovered during the game. After the players have signed the scoresheets or it is clear in another way that the game is over, corrections are not possible. The result stands.
When the irregularity is discovered during the game the game, the game restarts from the restored position. The 'touch move' rule applies so the piece to be played should be, if possible, the one first touched, either the piece illegally moved or the piece captured.
If the irregularity was caused by a check being missed the touched piece should be used to block the check or capture the checking piece, if possible.
A move cannot be declared illegal until the player has completed his/her move by pressing his/her clock. So, the player can correct his/her move without being penalized, even if he/she had already released the piece on the board, provided he/she hasn't pressed the clock. Of course, he/she must comply with the relevant parts of article 4.
If an arbiter observes an illegal move he/she must always intervene immediately. He/She should not wait for a claim to be submitted by a player.
- 7.5.2 If the player has moved a pawn to the furthest distant rank, pressed the clock, but not replaced the pawn with a new piece, the move is illegal. The pawn shall be replaced by a queen of the same colour as the pawn.
- 7.5.3 If the player presses the clock without making a move, it shall be considered and penalised as if an illegal move.
If a player restarts the opponent's clock instead of pausing it an arbiter may regard this as an accident and punish it less severely.
For example: Player B makes an illegal move. Player A, instead of pausing the clock, restarts the opponent's clock. Is this an infringement of Article 7.5.3?"	1
What happens if both players have made an illegal move?	"In Rapid and Blitz also the increment obtained by pressing the clock has to be reduced accordingly.
The player is forfeited if he/she completes two (2) of ANY of the above illegal moves. However when there are two (2) illegal moves in one move (for example illegal castling made by two hands, illegal promotion made by two hands and illegal capturing made by two hands), they count as one (1) illegal move and the player shall not be forfeited, unless it is the second such transgression.
A different situation occurs when a player who previously committed an illegal move, makes another one immediately after the game restarted (which means, at same move number as before).
For example: A white pawn is on d6 and black king on d7, now the player played Ke7 and completed the move. After applying the penalty for the illegal move, he/she played Kc7. They are considered to be two illegal moves.
Capturing of the opponent's king is illegal and is penalized accordingly. Two consecutive moves by a player may be penalized according to article 12.9"	"In Rapid and Blitz also the increment obtained by pressing the clock has to be reduced accordingly.
The player is forfeited if he/she completes two (2) of ANY of the above illegal moves. However when there are two (2) illegal moves in one move (for example illegal castling made by two hands, illegal promotion made by two hands and illegal capturing made by two hands), they count as one (1) illegal move and the player shall not be forfeited, unless it is the second such transgression.
A different situation occurs when a player who previously committed an illegal move, makes another one immediately after the game restarted (which means, at same move number as before).
For example: A white pawn is on d6 and black king on d7, now the player played Ke7 and completed the move. After applying the penalty for the illegal move, he/she played Kc7. They are considered to be two illegal moves.
Capturing of the opponent's king is illegal and is penalized accordingly. Two consecutive moves by a player may be penalized according to article 12.9"	1
How much time is added after each move in a rapid game?	supervising FPO; ● FPO Title Application Form. The Fair Play Supervisor fee is specified in FPL Internal Regulations, but in any case, shall be at no cost for the Organizer. Supervision guarantees that the | 1.2 Fair Play Officer (FPO) 1.2.1 Basic Requirements ● The FPO must be at least 21 years old ● Hold the FPE title for at least 2 years ● Attend an FPO seminar and pass the FPO exam ● 4 FPO Norms 1.2.2 Obtaining FPO Norms		0
What powers does the arbiter have for penalizing players?	"- 12.7 If someone observes an irregularity, he/she may inform only the arbiter. Players in other games must not to speak about or otherwise interfere in a game. Spectators are not allowed to interfere in a game. The arbiter may expel offenders from the playing venue.
If a spectator sees a flag fall, or any other offence, they should tell the arbiter. They should not announce it.
- 12.8 Unless authorised by the arbiter, it is forbidden for anybody to use a mobile phone or any kind of communication device in the playing venue or any contiguous area designated by the arbiter.
In general, nobody is allowed to use their mobiles in the playing hall or adjoining area during the games.
- 12.9 Options available to the arbiter concerning penalties:
- 12.9.1 warning,
- 12.9.2 increasing the remaining time of the opponent,
- 12.9.3 reducing the remaining time of the offending player,
- 12.9.4 increasing the points scored in the game by the opponent to the maximum available for that game,
- 12.9.5 reducing the points scored in the game by the offending person,
- 12.9.6 declaring the game to be lost by the offending player (the arbiter shall also decide the opponent's score),
- 12.9.7 a fine announced in advance,
- 12.9.8 exclusion from one or more rounds,
- 12.9.9 expulsion from the competition."	"- 12.7 If someone observes an irregularity, he/she may inform only the arbiter. Players in other games must not to speak about or otherwise interfere in a game. Spectators are not allowed to interfere in a game. The arbiter may expel offenders from the playing venue.
If a spectator sees a flag fall, or any other offence, they should tell the arbiter. They should not announce it.
- 12.8 Unless authorised by the arbiter, it is forbidden for anybody to use a mobile phone or any kind of communication device in the playing venue or any contiguous area designated by the arbiter.
In general, nobody is allowed to use their mobiles in the playing hall or adjoining area during the games.
- 12.9 Options available to the arbiter concerning penalties:
- 12.9.1 warning,
- 12.9.2 increasing the remaining time of the opponent,
- 12.9.3 reducing the remaining time of the offending player,
- 12.9.4 increasing the points scored in the game by the opponent to the maximum available for that game,
- 12.9.5 reducing the points scored in the game by the offending person,
- 12.9.6 declaring the game to be lost by the offending player (the arbiter shall also decide the opponent's score),
- 12.9.7 a fine announced in advance,
- 12.9.8 exclusion from one or more rounds,
- 12.9.9 expulsion from the competition."	1
When must a player record the moves during a game?	"| 5 | 3 IM | M. Santos Ruiz | 2505 ESP 46 w 1 24 b 1⁄2 17 w 1⁄2 37 b 1 10 w 1 16 b 1⁄2 14 w 1⁄2 3 b 1⁄2 20 w 1 | 6 | 1⁄2 | 0 | 44 481⁄2 | 4 | 4 | 3,2 | 2357 | 2523 |
| 6 | 33 | J. Radovic | 2330 SRB 68 w 1 1 b 1 14 w 0 53 b 1 29 w 1⁄2 26 b 1⁄2 12 w 1 10 b 1⁄2 15 w | 1 6 | 0 | 1⁄2 44 | 471⁄2 | 4 | 5 | 30,1 | 2377 | 2543 |"		0
What is the purpose of the 'j'adoube' or 'I adjust' declaration?	"- 5 - fuenf
- 2 - zwei
- 6 - sechs
- 3 - drei
- 7 - Sieben
- 4 - vier
- 8 - acht
Castling is announced 'Lange Rochade' (German for long castling) and 'Kurze Rochade' (German for short castling).
The pieces bear the names: Koenig, Dame, Turm, Laeufer, Springer, Bauer.
- D.2.2 On the visually disabled player's board a piece shall be considered 'touched' when it has been taken out of the securing aperture.
- D.2.3 A move shall be considered 'made' when:
- D.2.3.1 in the case of a capture, the captured piece has been removed from the board of the player whose turn it is to move,
- D.2.3.2 a piece has been placed into a different securing aperture,
- D.2.3.3 the move has been announced.
- D.2.4 Only then shall the opponent's clock be started.
- D.2.5 As far as points D.2.2 and D.2.3 are concerned, the normal rules are valid for the sighted player.
- D.2.6 Chessclock for visually disabled players:
- D.2.6.1 A specially constructed chessclock for the visually disabled shall be admissible. It should be able to announce the time and number of moves to the visually disabled player.
- D.6.2.2 Alternatively an analogue clock with the following features may be considered:"		0
How much time is added after each move in a rapid game?	"## 5.2.2 Application Procedure
To organise a Seminar, a host Federation or FIDE Affiliated Organization from the FIDE Directory shall send an application to the FIDE Arbiters' Commission, at least one (1) month before the proposed start of the Seminar.
When the organisation is delegated to an affiliated organisation of a National Chess Federation, this shall be specified on the application form.
The application shall include details of:
a) The organizer, the dates, the suitable venue, the type of seminar and the full schedule.
- b) An estimation of the number of participants.
- c) The topics that will be discussed during the course (with lecture duration).
- d) The members of the Seminar's Organising Committee.
- e) The proposed Lecturer for the Seminar (who should be approved by the FIDE Arbiters' Commission) and the Assistant(s).
- f) The proposed Technical Organizer (who should be approved by the FIDE Arbiters' Commission) - in the case of Online or Mixed Seminars.
- g) Other matters in respect of the Seminar, such as the language of the lectures, any fees for the participants, the accommodation conditions, contact information, etc.
5.2.3 Fees
When a seminar or exam is subject to fees, each participant shall be charged accordingly.
Except for seminars which are directly managed by the FIDE Arbiters' Commission, fees shall be paid to FIDE by the host Federation or FIDE Affiliated Organisation."		0
What are the conditions for checkmate?	"## A.7 Topscorers
Topscorers are players who have a score of over 50% of the maximum possible score when pairing the final round of the tournament.
Such high-scoring players are especially important in the determination of the winner and of the top ranking, even if not all of them are really competing for top ranking places - they are nonetheless likely to be of more importance in the formation of the top standings than low-ranked players, in several collateral ways (e.g., they may be opponents to prospective prize winners, or their score may give a determinant contribute in tiebreak calculations, and so on). Hence, we may apply some special treatment criteria to their pairings - e.g., a player may receive a same colour three times more than the other one, or three times in a row, if this is needed to make them meet an opponent better suited to the strength the player demonstrated."		0
What happens when a pawn reaches the eighth rank?	"<!-- image -->
- 3.4 The queen may move to any square along the file, the rank or a diagonal on which it stands.
- 3.5 When making these moves, the bishop, rook or queen may not move over any intervening pieces.
- 3.6 The knight may move to one of the squares nearest to that on which it stands but not on the same rank, file or diagonal.
- 3.7 The pawn:
- 3.7.1 The pawn may move forward to the square immediately in front of it on the same file, provided that this square is unoccupied, or
- 3.7.2 on its first move the pawn may move as in 3.7.1 or alternatively it may advance two squares along the same file, provided that both squares are unoccupied, or
- 3.7.3 the pawn may move to a square occupied by an opponent's piece diagonally in front of it on an adjacent file, capturing that piece.
<!-- image -->
<!-- image -->
<!-- image -->
- 3.7.3.1 A pawn occupying a square on the same rank as and on an adjacent file to an opponent's pawn which has just advanced two squares in one move from its original square may capture this opponent's pawn as though the latter had been moved only one square.
- 3.7.3.2 This capture is only legal on the move following this advance and is called an 'en passant' capture.
- 3.7.3.3 When a player, having the move, plays a pawn to the rank furthest from its starting position, he/she must exchange that pawn as part of the same move for a new queen, rook, bishop or knight of the same colour on the intended square of arrival. This is called the square of 'promotion'."	"<!-- image -->
- 3.4 The queen may move to any square along the file, the rank or a diagonal on which it stands.
- 3.5 When making these moves, the bishop, rook or queen may not move over any intervening pieces.
- 3.6 The knight may move to one of the squares nearest to that on which it stands but not on the same rank, file or diagonal.
- 3.7 The pawn:
- 3.7.1 The pawn may move forward to the square immediately in front of it on the same file, provided that this square is unoccupied, or
- 3.7.2 on its first move the pawn may move as in 3.7.1 or alternatively it may advance two squares along the same file, provided that both squares are unoccupied, or
- 3.7.3 the pawn may move to a square occupied by an opponent's piece diagonally in front of it on an adjacent file, capturing that piece.
<!-- image -->
<!-- image -->
<!-- image -->
- 3.7.3.1 A pawn occupying a square on the same rank as and on an adjacent file to an opponent's pawn which has just advanced two squares in one move from its original square may capture this opponent's pawn as though the latter had been moved only one square.
- 3.7.3.2 This capture is only legal on the move following this advance and is called an 'en passant' capture.
- 3.7.3.3 When a player, having the move, plays a pawn to the rank furthest from its starting position, he/she must exchange that pawn as part of the same move for a new queen, rook, bishop or knight of the same colour on the intended square of arrival. This is called the square of 'promotion'."	1
What happens if the initial position was incorrect?	FIDE TPR calculation: Tournament Performance Rating, DB values, section 10.2 references.		0
How does the arbiter handle electronic device violations?	"However, there is the possibility for an arbiter or an organizer to specify in advance (in the regulations of the event) a less severe penalty for a violation of this article (perhaps a fine). They can also include in the regulations of the event the possibility of bringing such a device to the tournament provided that certain conditions are fulfilled: that it is completely switched off and stored in a separate bag, so that it is not in contact with the player and the player does not have access to the bag during the game, without the arbiter's permission (and he/she cannot take the bag with him to the toilet, and so on.).
A player who arrives after the start of a round should be given the opportunity to store his/her device before playing their first move, either with the organiser or placed in a bag, if this is allowed."	"However, there is the possibility for an arbiter or an organizer to specify in advance (in the regulations of the event) a less severe penalty for a violation of this article (perhaps a fine). They can also include in the regulations of the event the possibility of bringing such a device to the tournament provided that certain conditions are fulfilled: that it is completely switched off and stored in a separate bag, so that it is not in contact with the player and the player does not have access to the bag during the game, without the arbiter's permission (and he/she cannot take the bag with him to the toilet, and so on.).
A player who arrives after the start of a round should be given the opportunity to store his/her device before playing their first move, either with the organiser or placed in a bag, if this is allowed."	1
What is stalemate and when does it occur?	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."	1
If a player's flag falls and no one notices, what should happen when it is discovered?	"- 6.8 A flag is considered to have fallen when the arbiter observes the fact or when either player has made a valid claim to that effect.
A flag is considered to have fallen when it is noticed or claimed, not when it physically happened. If a result is reached between a flag fall and the fall being noticed, the result is not changed. The arbiter should announce flag fall as soon as he notices it
- 6.9 Except where one of Articles 5.1.1, 5.1.2, 5.2.1, 5.2.2, 5.2.3 applies, if a player does not complete the prescribed number of moves in the allotted time, the game is lost by that player. However, the game is drawn if the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves.
Also in the case of articles 9.6.1 and 9.6.2, even if a player does not complete the prescribed number of moves in the allotted time, the game is drawn."	"- 6.8 A flag is considered to have fallen when the arbiter observes the fact or when either player has made a valid claim to that effect.
A flag is considered to have fallen when it is noticed or claimed, not when it physically happened. If a result is reached between a flag fall and the fall being noticed, the result is not changed. The arbiter should announce flag fall as soon as he notices it
- 6.9 Except where one of Articles 5.1.1, 5.1.2, 5.2.1, 5.2.2, 5.2.3 applies, if a player does not complete the prescribed number of moves in the allotted time, the game is lost by that player. However, the game is drawn if the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves.
Also in the case of articles 9.6.1 and 9.6.2, even if a player does not complete the prescribed number of moves in the allotted time, the game is drawn."	1
