Query	Document	Answer	Context_Relevance_Label
Quelles sont les conditions de participation au Ch. France ?	"## 2.3. Tournoi Accession ""Roger FERRY""  
Sont qualifiés et qualifiées pour le tournoi Accession :  
- Les joueurs ou joueuses ayant un Elo supérieur ou égal à 2200 entre le 1 er juin et le 1 er août de la saison en cours
- Les joueuses ayant un Elo supérieur ou égal à 1950 entre le 1er juin et le 1er août de la saison en cours. Les joueuses ayant un classement entre 1950 et 2199, peuvent choisir entre l'Accession et l'Open A
- Les joueuses et joueurs éliminés lors des huitièmes ou quarts de finale des Nationaux
- Les joueurs ou joueuses ayant terminé dans la première moitié du dernier tournoi Accession
- Les joueurs ou joueuses ayant terminé dans les 10 premières places du dernier Open A
- Le joueur ou joueuse ayant terminé à la première place du dernier tournoi Open B
- Le champion ou championne France U18 mixte
- Un joueur ou joueuse désigné par l'AJEC
- Sous réserve d'avoir un classement Elo Fide au minimum de 1900 au moment de sa participation au championnat de la Ligue ou à défaut de la zone interdépartementale, ou au 1er juillet de la saison en cours, le champion ou championne mixte de Ligue, ou à défaut de la zone interdépartementale"	"## 1.2. Structure  
Le championnat est constitué de dix tournois :  
- Tournoi National
- Tournoi National Féminin
- Tournoi Accession ""Roger FERRY""
- Tournoi Vétérans
- Tournoi Seniors Plus
- Tournoi Open A
- Tournoi Open B
- Tournoi Open C
- Tournoi Open D
- Tournoi Open E"	1
Dans le système suisse, comment traiter un joueur qui demande un bye pour une ronde ?	"3. Les personnes qui abandonnent le tournoi ne seront plus appariées.
4. Les personnes ayant prévenu de leur absence lors de certaines rondes ne seront pas appariées pour ces rondes et ne marqueront aucun point (sauf si le règlement du tournoi en décide autrement).
5. Seules les parties jouées comptent dans les situations où l'historique des couleurs est à prendre en compte.  
Par exemple, les séquences suivantes :  
- o NBN=B (partie non jouée à la 4 e ronde) sera considérée comme si elle avait été la suivante : =NBNB.
- o BN=BN compterait comme =BNBN
- o NBB=N=B comme ==NBBNB
6. Deux joueurs appariés ensemble qui n'ont pas joué leur partie peuvent à nouveau être appariés ensemble à l'occasion d'une future ronde.
7. Les résultats d'une ronde doivent être publiés à l'endroit prévu à cet effet et à l'heure annoncée par le planning du tournoi.
8. Dans le cas où :
- o Un résultat erroné a été enregistré
- o Une partie a été jouée couleurs inversées
- o Le classement Elo d'un joueu r/d'une joueuse doit être corrigé (et les numéros d'appariement probablement rectifiés cf. C.04.2.C.3)  
et que le joueur/la joueuse signale le fait à l'arbitre dans un certain délai après la publication des résultats, la nouvelle information sera prise en compte pour le classement et les appariements de la ronde suivante. Le délai en-deçà duquel la réclamation devra être effectuée doit être indiqué dans le règlement du tournoi."	"3. Les personnes qui abandonnent le tournoi ne seront plus appariées.
4. Les personnes ayant prévenu de leur absence lors de certaines rondes ne seront pas appariées pour ces rondes et ne marqueront aucun point (sauf si le règlement du tournoi en décide autrement).
5. Seules les parties jouées comptent dans les situations où l'historique des couleurs est à prendre en compte.  
Par exemple, les séquences suivantes :  
- o NBN=B (partie non jouée à la 4 e ronde) sera considérée comme si elle avait été la suivante : =NBNB.
- o BN=BN compterait comme =BNBN
- o NBB=N=B comme ==NBBNB
6. Deux joueurs appariés ensemble qui n'ont pas joué leur partie peuvent à nouveau être appariés ensemble à l'occasion d'une future ronde.
7. Les résultats d'une ronde doivent être publiés à l'endroit prévu à cet effet et à l'heure annoncée par le planning du tournoi.
8. Dans le cas où :
- o Un résultat erroné a été enregistré
- o Une partie a été jouée couleurs inversées
- o Le classement Elo d'un joueu r/d'une joueuse doit être corrigé (et les numéros d'appariement probablement rectifiés cf. C.04.2.C.3)  
et que le joueur/la joueuse signale le fait à l'arbitre dans un certain délai après la publication des résultats, la nouvelle information sera prise en compte pour le classement et les appariements de la ronde suivante. Le délai en-deçà duquel la réclamation devra être effectuée doit être indiqué dans le règlement du tournoi."	1
Quelles sont les règles de la Coupe de France ?	"## 1.2. Déroulement de la compétition  
Elle se déroule suivant un système de matchs à éliminations directes et successives.  
Les clubs vainqueurs d'un match sont qualifiés pour le tour suivant ; les clubs perdants sont éliminés.  
Le club tenant de la Coupe de France, ainsi que les clubs engagés en Top 16 entrent directement dans la compétition au niveau des 32 e de finale. Les clubs engagés en Nationale 1 entrent en 64 e de finale.  
Le nombre d'équipes engagées détermine le nombre de tours.  
Certaines équipes peuvent être exemptées du premier tour. Sont exemptées en premier lieu, sauf contrainte géographique, les clubs participant à la Nationale 2 de la saison en cours, puis les clubs de Nationale 3."	"## 1.1. Structure  
La Coupe de France est organisée chaque saison. Elle est ouverte à tous les clubs affiliés à la Fédération Française des Échecs. Chaque club ne peut engager qu'une équipe."	1
A la cadence 5min+3s/coup, les noirs jouent un coup illégal et appuient sur la pendule. Quelle sanction appliquer ?	"## Annexe B : Parties en cadence Blitz  
- B.1 Une partie d'échecs en cadence Blitz est une partie durant laquelle soit tous les coups doivent être effectués dans un temps limité de 10 minutes ou moins pour chaque joueur ou joueuse, soit le temps alloué + 60 fois un incrément quelconque est inférieur ou égal à 10 minutes pour chaque joueur ou joueuse.  
Selon le règlement d'un événement, le contrôle du temps est de 5 minutes pour toute la partie et de 5 secondes pour chaque coup.  
C'est-à-dire : pour 60 coups, nous aurions 5 '+ (5'x60) = 5' + 5 '= 10'.  
Selon l'art. B.1 nous avons une partie de Blitz.  
B.2 Les Règles de Compétition s'appliquent si :  
- B.2.1. un ou une arbitre supervise une partie et
- B.2.2. c haque partie est enregistrée par l'arbitre, son assistant ou son assistante et, si possible, par des moyens électroniques.
- B.2.3. Le joueur ou la joueuse au trait peut à tout moment demander à l'arbitre, son assistant ou son assistante de lui montrer la feuille de partie. Cette requête ne peut être réalisée que cinq fois au maximum. D'autres demandes doivent être considérées comme des distractions de l'adversaire.  
Si les règles de compétition sont utilisées, elles doivent s'appliquer à chaque ronde. Elles ne peuvent pas être introduites, par exemple, que pour la finale.  
En Blitz et en Rapide, si le joueur demande à l'arbitre de voir la feuille de match, la pendule ne doit pas être arrêtée."	"Si l' arbitre observe un coup illégal achevé, il doit toujours intervenir immédiatement. Il ne doit pas attendre qu'une réclamation soit faite par l'adversaire .  
- 7.5.2. Si un joueur ou une joueuse a déplacé un pion sur la rangée la plus éloignée, a appuyé sur la pendule, mais n'a pas remplacé le pion par une nouvelle pièce, le coup est illégal. Le pion doit être remplacé par une dame de la même couleur que le pion.
- 7.5.3. Si un joueur ou une joueuse appuie sur la pendule sans jouer un coup, cela est considéré comme un coup illégal et pénalisé comme tel.  
Si un joueur ou une joueuse redémarre la pendule de l'adversaire au lieu de mettre la pendule en pause, l' arbitre peut considérer cela comme un accident et le sanctionner moins sévèrement.  
Par exemple : Une personne effectue un coup illégal. Son adversaire réappuie sur la pendule au lieu de la mettre en pause. Est-ce une violation de l'article 7.5.3?  
Dans ce cas, l'action de l'adversaire peut être considérée comme accidentelle . Quand une pendule est enclenchée par erreur, l'arbitre doit décider si cette action constitue un coup illégal ou une distraction.  
- 7.5.4. Si un joueur ou une joueuse utilise ses deux mains pour jouer un coup (en cas de roque, prise ou promotion, par exemple) et appuie sur la pendule, cela est considéré comme un coup illégal et pénalisé comme tel."	1
Comment gagne-t-on une partie aux échecs ?	"## Article 5  
- La fin de la partie
- 5.1.1. La partie est gagnée par le joueur ou la joueuse qui a mis échec et mat le roi adverse. Ceci met immédiatement fin à la partie, à condition que le coup donnant échec et mat soit conforme à l'Article 3 et aux Articles 4.2 à 4.7.
- 5.1.2. La partie est perdue par le joueur ou la joueuse qui déclare abandonner (cela met immédiatement fin à la partie), excepté si la position est telle que son roi ne peut pas être mis échec et mat par aucune suite de coups légaux de son adversaire. Dans ce cas, le résultat de la partie est un match nul.  
Un joueur ou une joueuse peut abandonner de plusieurs façons :  
- en arrêtant la pendule,
- en annonçant son abandon,
- en couchant son roi,
- en tendant la main à son adversaire,
- -en signant sa feuille de partie, etc ...  
Toutes ces possibilités peuvent être mal interprétées et la situation doit être clarifiée (NdT : par l'arbitre). À la fin d'une partie, l'arbitre doit s'assurer que les deux feuilles affichent le même résultat.  
Un joueur ou une joueuse qui quitte une partie sans abandonner ni prévenir l'arbitre fait ainsi preuve de discourtoisie. L 'Arbitre en chef peut lui infliger une sanction pour manque de sportivité."	"## Article 5  
- La fin de la partie
- 5.1.1. La partie est gagnée par le joueur ou la joueuse qui a mis échec et mat le roi adverse. Ceci met immédiatement fin à la partie, à condition que le coup donnant échec et mat soit conforme à l'Article 3 et aux Articles 4.2 à 4.7.
- 5.1.2. La partie est perdue par le joueur ou la joueuse qui déclare abandonner (cela met immédiatement fin à la partie), excepté si la position est telle que son roi ne peut pas être mis échec et mat par aucune suite de coups légaux de son adversaire. Dans ce cas, le résultat de la partie est un match nul.  
Un joueur ou une joueuse peut abandonner de plusieurs façons :  
- en arrêtant la pendule,
- en annonçant son abandon,
- en couchant son roi,
- en tendant la main à son adversaire,
- -en signant sa feuille de partie, etc ...  
Toutes ces possibilités peuvent être mal interprétées et la situation doit être clarifiée (NdT : par l'arbitre). À la fin d'une partie, l'arbitre doit s'assurer que les deux feuilles affichent le même résultat.  
Un joueur ou une joueuse qui quitte une partie sans abandonner ni prévenir l'arbitre fait ainsi preuve de discourtoisie. L 'Arbitre en chef peut lui infliger une sanction pour manque de sportivité."	1
Comment fonctionne le Championnat de France des Clubs ?	"## Art. 6 - Charte éthique et Comité d'éthique  
La FFE a établi une charte d'éthique et de déontologie (annexe 16) conforme aux principes définis par la charte prévue à l'article L. 141-3.  
La fédération a institué en son sein un comité d'éthique, dont elle garantit l'indépendance et qui est habilité à saisir les organes disciplinaires. Ce comité veille l'application de la charte d'éthique et de déontologie et au respect des règles d'éthique, de déontologie, de prévention et de traitement des conflits d'intérêts.  
Ce comité de déontologie se réunit 2 fois par an. Il produit un rapport d'activité transmis au ministre chargé des sports, dans lequel figure des propositions de nature à remédier aux non-respect de la charte éthique adoptée par la Fédération."		0
Que signifie la chute du drapeau aux échecs ?	"| 0,88 | 336 | 0,71 | 158 | 0,54 | 29 | 0,37 | - 95 | 0,20 | - 240 | 0,03 | - 538 |
| 0,87 | 322 | 0,70 | 149 | 0,53 | 21 | 0,36 | - 102 | 0,19 | - 251 | 0,02 | - 589 |
| 0,86 | 309 | 0,69 | 141 | 0,52 | 14 | 0,35 | - 110 | 0,18 | - 262 | 0,01 | - 677 |
| 0,85 | 296 | 0,68 | 133 | 0,51 | 7 | 0,34 | - 117 | 0,17 | - 273 | 0,00 | - 800 |
| 0,84 | 284 | 0,67 | 125 | 0,50 | 0 | 0,33 | - 125 | 0,16 | - 284 | | |  
Tous les pourcentages sont arrondis à l'entier le plus proche. 0,5% est arrondi à l'entier supérieur"		0
Les débats disciplinaires de la FFE sont-ils publics ?	"## ARTICLE 6 - PUBLICITE DES DEBATS  
Les débats devant les organes disciplinaires sont publics.  
Toutefois, le président de séance peut, d'office ou à la demande d'une des parties, le cas échéant de son représentant légal, de son conseil mandaté par un pouvoir écrit ou de son avocat, interdire au public l'accès de la salle pendant tout ou partie de l'audience dans l'intérêt de l'ordre public ou de la sérénité des débats ou lorsque le respect de la vie privée ou du secret professionnel le justifie."	"## ARTICLE 6 - PUBLICITE DES DEBATS  
Les débats devant les organes disciplinaires sont publics.  
Toutefois, le président de séance peut, d'office ou à la demande d'une des parties, le cas échéant de son représentant légal, de son conseil mandaté par un pouvoir écrit ou de son avocat, interdire au public l'accès de la salle pendant tout ou partie de l'audience dans l'intérêt de l'ordre public ou de la sérénité des débats ou lorsque le respect de la vie privée ou du secret professionnel le justifie."	1
Que faire si un joueur arrive en retard à sa partie ?	"## 6.7. Délai de forfait :  
- 6.7.1. Le règlement d'une compétition doit spécifier à l'avance un délai de forfait. Si aucun délai de forfait n'est indiqué, celui-ci est égal à zéro. Tout joueur ou joueuse qui arrive devant son échiquier après le délai de forfait perd la partie, à moins que l'arbitre n'en décide autrement.
- 6.7.2. Si le règlement d'une manifestation spécifie que le délai de forfait est différent de zéro et qu'aucun des deux adversaires n'est présent initialement, l a personne ayant les blancs perd tout le temps écoulé jusqu'à ce qu' elle arrive, à moins que les règles de la compétition ne spécifient autre chose ou que l'arbitre ne décide autrement.  
Le début de la ronde est le moment où l'annonce est faite par l'arbitre. Si le délai de forfait est zéro, l'arbitre doit déclarer la partie perdue pour les joueurs et joueuses qui ne sont pas présents/présentes à leur échiquier.  
Il est préférable d'afficher un grand dispositif de compte à rebours numérique sur le lieu de la compétition. Pour les événements FIDE avec moins de 30 joueurs, une annonce doit être faite cinq minutes avant le début de la ronde et une minute avant le début de la partie.  
Autrement, une horloge doit être accrochée au mur à l'intérieur du lieu de la compétition et indiquer l'heure officielle du tournoi."	"Dans les tournois avec peu d 'échiquiers, où il y a assez d'arbitres pour le faire, les pendules p euvent être mises en marche par les arbitres.  
Dans les tournois avec beaucoup d 'échiquiers , l'arbitre annonce le début de la ronde et déclare que la pendule des blancs est lancée. L'arbitre fait ensuite le tour de la salle pour vérifier que la pendule des blancs a été déclenchée pour tous les échiquiers.  
Lorsque le compteur de coups est utilisé pour ajouter du temps après le premier contrôle de temps (souvent 40 coups), il est souhaitable que les arbitres démarrent toutes les pendules pour les Blancs.  
Dans les grands tournois où le compteur de coups est utilisé, l'arbitre en chef doit décider si la durée nécessaire pour démarrer toutes les pendules justifie que cela soit fait par les arbitres plutôt que par les joueurs et joueuses. Si les joueurs et joueuses démarrent les pendules, lorsque les arbitres vérifient que les pendules ont été démarrées, ils doivent également s'assurer que la pendule indique correctement de quel côté sont les blancs."	1
Qu'est-ce qui se passe quand un joueur est en zeitnot ?	"| Joueur N°2 | Joueur N°7 |
| Joueur N°3 | Joueur N°8 |
| Joueur N°4 | Joueur N°9 |
| Joueur N°5 | Joueur N°10 |"		0
C'est pas possible d'avoir un Elo sans faire au moins 5 parties, si ?	"## Titre VI Ethique du sport et intégrité des compétitions  
Le sport est porteur de valeurs fortes et structurantes pour la société, notamment celle de respect des règles. La cohérence entre ces valeurs et l'attitude adoptée en pratique par les acteurs et institutions du sport doit donc être assurée. La FFE doit ainsi contribuer à faire respecter les enjeux éthiques et sportifs au sein de son organisation et lors des compétitions qu'elle organise."		0
Quel est le format des Opens au Championnat de France ?	"## 2.4. Tournois Open A, Open B, Open C, Open D et Open E  
À l'exclusion de ceux et celles figurant dans la liste des sélectionnés pour les tournois National, Accession et Vétérans, et de ceux et celles ayant un classement Elo supérieur ou égal à 2200, les joueurs et joueuses sont répartis dans les cinq tournois Open en fonction de leur classement Elo d'août de la saison en cours :  
- Elo de 2200 à 1970 : Open A
- Elo de 2000 à 1850 : Open B
- Elo de 1880 à 1730 : Open C
- Elo de 1760 à 1550 : Open D
- Elo moins de 1580 et Elo estimé : Open E  
Toutefois, la Direction Technique du Championnat peut décider de placer dans l'Open A, l'Open B, l'Open C ou l'Open D des joueurs ou joueuses ayant un classement estimé, en fonction de leurs performances ou d'un classement antérieur."	"## 2.4. Tournois Open A, Open B, Open C, Open D et Open E  
À l'exclusion de ceux et celles figurant dans la liste des sélectionnés pour les tournois National, Accession et Vétérans, et de ceux et celles ayant un classement Elo supérieur ou égal à 2200, les joueurs et joueuses sont répartis dans les cinq tournois Open en fonction de leur classement Elo d'août de la saison en cours :  
- Elo de 2200 à 1970 : Open A
- Elo de 2000 à 1850 : Open B
- Elo de 1880 à 1730 : Open C
- Elo de 1760 à 1550 : Open D
- Elo moins de 1580 et Elo estimé : Open E  
Toutefois, la Direction Technique du Championnat peut décider de placer dans l'Open A, l'Open B, l'Open C ou l'Open D des joueurs ou joueuses ayant un classement estimé, en fonction de leurs performances ou d'un classement antérieur."	1
Quel départage utilise dans son calcul les résultats des adversaires contre leurs propres adversaires ?	"## 9.1. Sonneborn-Berger (Sb)  
Il est obtenu en ajoutant , pour chaque ronde, le score ajusté de l'adversaire multiplié par le nombre de points marqué s contre lui. (Voir article 14 pour le calcul du score ajusté pour la gestion des rondes non jouées)"	"Soumarinov : 0 + 0 + 0 + 1 + 2 + 3 = 6.  
Avantage pour l'arbitre : le Cumulatif n'étant qu'une simple addition, il est facile à calculer.  
Cet avantage peut devenir un inconvénient : il est facile à anticiper (dans un groupe de point, la valeur du Cumulatif change, mais pas l'ordre). Ceci peut encourager des « arrangements » à la dernière ronde. Il peut aussi s'avérer injuste quand un groupe de joueurs se « neutralisent » : c'est le 1 er à avoir perdu qui est défavorisé.  
6.5.1. Cumulatif tronqué : o n ne commence l'addition qu'à partir du score de la 2 ème ronde (si on tronque une partie), on ne commence l'addition qu'à partir du score de la 3 ème ronde (si on tronque deux parties)"	1
Comment fonctionne la phase zone interdépartementale jeunes ?	"## 2.4. Phase(s) zone interdépartementale  
Chaque Ligue doit obligatoirement rédiger un règlement et adresser un exemplaire à la CTF à chaque saison, au plus tard 1 mois avant le début de la phase départementale de la Ligue. La CTF le validera en s'assurant qu'il est bien compatible avec le mode de qualification global. À défaut, la CTF pourra invalider les qualifications des zones interdépartementales.  
Une ligue composée de plusieurs ZID peut faire le choix de championnats par ZID ou d'un championnat unique. Dans ce dernier cas, elle peut faire le choix suivant concernant les qualifications :  
1) Un classement séparé par ZID avec les places qualificatives associées.  
2) Un classement unique avec une place minimum dans chaque catégorie pour chaque ZID.  
Les Ligues composées de plusieurs ZID peuvent compléter les places qualificatives laissées vacantes dans une catégorie d'une des ZID, en les proposant aux autres ZID. Les places doivent être proposées alternativement aux ZID, en commençant par la mieux classée dans les quotas de chacune des catégories concernées.  
Les quotas de places qualificatives allouées aux zones interdépartementales à l'issue de leurs sélections internes sont établis mathématiquement selon l'indice de recrutement ci-dessous."	"## 2.4. Phase(s) zone interdépartementale  
Chaque Ligue doit obligatoirement rédiger un règlement et adresser un exemplaire à la CTF à chaque saison, au plus tard 1 mois avant le début de la phase départementale de la Ligue. La CTF le validera en s'assurant qu'il est bien compatible avec le mode de qualification global. À défaut, la CTF pourra invalider les qualifications des zones interdépartementales.  
Une ligue composée de plusieurs ZID peut faire le choix de championnats par ZID ou d'un championnat unique. Dans ce dernier cas, elle peut faire le choix suivant concernant les qualifications :  
1) Un classement séparé par ZID avec les places qualificatives associées.  
2) Un classement unique avec une place minimum dans chaque catégorie pour chaque ZID.  
Les Ligues composées de plusieurs ZID peuvent compléter les places qualificatives laissées vacantes dans une catégorie d'une des ZID, en les proposant aux autres ZID. Les places doivent être proposées alternativement aux ZID, en commençant par la mieux classée dans les quotas de chacune des catégories concernées.  
Les quotas de places qualificatives allouées aux zones interdépartementales à l'issue de leurs sélections internes sont établis mathématiquement selon l'indice de recrutement ci-dessous."	1
Quelles règles aux parties de Coupe de France ?	"## 3.1. Règles du jeu  
Les règles de la Fédération Internationale des Échecs et de la Fédération Française des Échecs en vigueur à la date des matchs sont applicables à toutes les parties."	"## 3.1. Règles du jeu  
Les règles de la Fédération Internationale des Échecs et de la Fédération Française des Échecs en vigueur à la date des matchs sont applicables à toutes les parties."	1
Lors d'un tournoi, les deux joueurs se sont trompés de couleurs et ont joué 13 coups chacun. Un joueur a une dame d'avance. Quelle décision prendre en partie longue (1h+30s/coup) ?	"## Article 7 Irrégularités  
- 7.1. Si une irrégularité apparaît et que les pièces doivent être replacées dans une position antérieure, l'arbitre f ait preuve du plus grand discernement pour déterminer les temps à afficher sur la pendule d'échecs . Ceci inclut le droit de ne pas changer les temps affichés. Il/Elle ajuste aussi, si nécessaire, le compteur de coups de la pendule.
- 7.2.1. Si au cours d'une partie, on constate que la position initiale des pièces était incorrecte, la partie est annulée et une nouvelle partie est jouée.  
La position incorrecte doit être constatée pendant la partie, sinon le résultat restera en l'état. Si une partie est disputée sur un échiquier électronique qui montre cette erreur ou cesse d'enregistrer les coups , les responsables de retransmission peuvent alors signaler le problème à l'arbitre. Il est du devoir de l'arbitre de vérifier si cette situation a été causée par une irrégularité dans le jeu.  
- 7.2.2. Si au cours d'une partie, on constate que l'échiquier a été placé en contradiction avec l'article 2.1, la partie continue, mais la position atteinte doit être transférée sur un échiquier correctement disposé.
- 7.3. Si une partie a débuté avec des couleurs inversées et que les deux adversaires ont joué moins de dix coups, alors la partie est interrompue et une nouvelle partie est jouée avec les couleurs correctes. Après dix coups ou plus, la partie continue.  
Après que les noirs aient joué leur 10ème coup la partie devra continuer, dans le cas contraire une nouvelle partie sera jouée avec les bonnes couleurs. Peu importe la position atteinte sur l'échiquier ni combien de pièces ou de pions ont été capturés."	"## Article 7 Irrégularités  
- 7.1. Si une irrégularité apparaît et que les pièces doivent être replacées dans une position antérieure, l'arbitre f ait preuve du plus grand discernement pour déterminer les temps à afficher sur la pendule d'échecs . Ceci inclut le droit de ne pas changer les temps affichés. Il/Elle ajuste aussi, si nécessaire, le compteur de coups de la pendule.
- 7.2.1. Si au cours d'une partie, on constate que la position initiale des pièces était incorrecte, la partie est annulée et une nouvelle partie est jouée.  
La position incorrecte doit être constatée pendant la partie, sinon le résultat restera en l'état. Si une partie est disputée sur un échiquier électronique qui montre cette erreur ou cesse d'enregistrer les coups , les responsables de retransmission peuvent alors signaler le problème à l'arbitre. Il est du devoir de l'arbitre de vérifier si cette situation a été causée par une irrégularité dans le jeu.  
- 7.2.2. Si au cours d'une partie, on constate que l'échiquier a été placé en contradiction avec l'article 2.1, la partie continue, mais la position atteinte doit être transférée sur un échiquier correctement disposé.
- 7.3. Si une partie a débuté avec des couleurs inversées et que les deux adversaires ont joué moins de dix coups, alors la partie est interrompue et une nouvelle partie est jouée avec les couleurs correctes. Après dix coups ou plus, la partie continue.  
Après que les noirs aient joué leur 10ème coup la partie devra continuer, dans le cas contraire une nouvelle partie sera jouée avec les bonnes couleurs. Peu importe la position atteinte sur l'échiquier ni combien de pièces ou de pions ont été capturés."	1
Quelles sont les conditions pour la Coupe de la parité ?	"## 1.1. Structure  
La Coupe de la parité est organisée chaque saison.  
Le nombre d'équipes engagées par club n'est pas limité."	"## 1.1. Structure  
La Coupe de la parité est organisée chaque saison.  
Le nombre d'équipes engagées par club n'est pas limité."	1
Comment qualifier les premières du National Féminin précédent ?	"## 2.2. Tournoi National Féminin (16 joueuses)  
Sont qualifiées dans l'ordre pour le tournoi National Féminin :  
1. Les trois premières du National Féminin précédent ;
2. Les trois premières joueuses du classement final du tournoi Accession précédent, puis à défaut de l'Open A ;
3. Les 8 joueuses ayant le meilleur Elo moyen calculé d'après les trois listes de la FIDE prenant effet au 1er février, 1er mars et 1er avril de l'année en cours ;
4. La championne de France féminine U20F de la saison en cours ;
5. La joueuse jeune (toutes catégories féminines jeunes confondues) ayant le meilleur Elo moyen calculé d'après les trois listes de la FIDE prenant effet au 1er février, 1er mars et 1er avril de l'année en cours. En cas de qualification par l'un des 4 premiers critères, la place revient dans l'ordre aux jeunes joueuses suivantes, dans la limite des 3 premières places.  
En cas de désistements selon chaque critère de qualification, les remplacements sont effectués selon le critère 3 (meilleur Elo moyen).  
En cas d'égalité à la moyenne Elo dans les critères de qualification concernés, les joueuses sont départagées par le meilleur Elo lors de la dernière publication, puis la précédente et ainsi de suite jusqu'à obtenir un départage.  
Toutes les joueuses doivent être sur la liste des joueuses actives de la FIDE le 1 er avril de l'année en cours."	"## 2.2. Tournoi National Féminin (16 joueuses)  
Sont qualifiées dans l'ordre pour le tournoi National Féminin :  
1. Les trois premières du National Féminin précédent ;
2. Les trois premières joueuses du classement final du tournoi Accession précédent, puis à défaut de l'Open A ;
3. Les 8 joueuses ayant le meilleur Elo moyen calculé d'après les trois listes de la FIDE prenant effet au 1er février, 1er mars et 1er avril de l'année en cours ;
4. La championne de France féminine U20F de la saison en cours ;
5. La joueuse jeune (toutes catégories féminines jeunes confondues) ayant le meilleur Elo moyen calculé d'après les trois listes de la FIDE prenant effet au 1er février, 1er mars et 1er avril de l'année en cours. En cas de qualification par l'un des 4 premiers critères, la place revient dans l'ordre aux jeunes joueuses suivantes, dans la limite des 3 premières places.  
En cas de désistements selon chaque critère de qualification, les remplacements sont effectués selon le critère 3 (meilleur Elo moyen).  
En cas d'égalité à la moyenne Elo dans les critères de qualification concernés, les joueuses sont départagées par le meilleur Elo lors de la dernière publication, puis la précédente et ainsi de suite jusqu'à obtenir un départage.  
Toutes les joueuses doivent être sur la liste des joueuses actives de la FIDE le 1 er avril de l'année en cours."	1
C'est pas possible d'avoir un Elo sans faire au moins 5 parties, si ?	"## 7. Liste Officielle du Classement de la FIDE  
- 7.1. Le premier jour de chaque mois, la FIDE prépare une liste des classements intégrant les parties prises en compte durant la période de classement à partir de la liste précédente. Cela est fait en utilisant la formule du système de classement.
- 7.1.1. La période de classement (pour les nouveaux classés, voir 7.1.4) est la période pendant laquelle une certaine liste de classements est valide.
- 7.1.2. Les données suivantes, concernant chaque joueur et joueuse dont le classement est d'au moins 1 400 dans la liste actuelle, sont publiées : Titre de la FIDE, Fédération, Classement Actuel, Code FIDE, Nombre de parties prises en compte dans la période de classement, Année de naissance, Sexe et la valeur actuelle du coefficient K.
- 7.1.3. La date de clôture des tournois prise en compte pour une liste est de 3 jours avant la date de publication de la liste, les tournois se terminant à cette date ou avant sont pris en compte pour le calcul du classement. Les manifestations officielles de la FIDE sont prises en compte pour le classement même si elles se terminent le dernier jour avant la date de publication du classement.
- 7.1.4. Un classement pour un joueur ou une joueuse entrant dans la liste sera publié lorsqu'il sera basé sur au moins 5 parties jouées contre des adversaires classés. Il n'est pas nécessaire que ces parties proviennent d'un seul tournoi. Les résultats d'autres tournois joués lors de périodes de classement consécutives, d'au plus 26 mois, sont regroupées pour obtenir le classement initial. Celui-ci doit être d' au moins 1400."	"## Chapitre 6.1 : Le classement Standard de la FIDE  
En vigueur à partir du 1 er mars 2024"	1
Comment participer au Ch. individuel Féminin rapide ?	"| Effectué | 1.1 | Un coup est dit avoir été ""effectué"" quand la pièce a été déplacée sur sa nouvelle case, la main a lâché la pièce et, dans le cas d'une prise, la pièce prise a été retirée de l'échiquier |
| En passant | 3.7.4 | Voir cet article pour une explication. En notation : ep. |
| Explication | 11.9 | Un joueur ou une joueuse a le droit d'avoir des explications sur les Règles du Jeu |
| Faire Dame | | Promouvoir le pion en dame. |  
| Partie 2:Les règles du jeu | Chapitre 2.1 : Les règles du jeu d'échecs | Chapitre 2.1 : Les règles du jeu d'échecs |
|------------------------------|---------------------------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|"		0
