Query	Document	Answer
What are the conditions for checkmate?	"## A.7 Topscorers
Topscorers are players who have a score of over 50% of the maximum possible score when pairing the final round of the tournament.
Such high-scoring players are especially important in the determination of the winner and of the top ranking, even if not all of them are really competing for top ranking places - they are nonetheless likely to be of more importance in the formation of the top standings than low-ranked players, in several collateral ways (e.g., they may be opponents to prospective prize winners, or their score may give a determinant contribute in tiebreak calculations, and so on). Hence, we may apply some special treatment criteria to their pairings - e.g., a player may receive a same colour three times more than the other one, or three times in a row, if this is needed to make them meet an opponent better suited to the strength the player demonstrated."
What happens when a pawn reaches the eighth rank?	"<!-- image -->
- 3.4 The queen may move to any square along the file, the rank or a diagonal on which it stands.
- 3.5 When making these moves, the bishop, rook or queen may not move over any intervening pieces.
- 3.6 The knight may move to one of the squares nearest to that on which it stands but not on the same rank, file or diagonal.
- 3.7 The pawn:
- 3.7.1 The pawn may move forward to the square immediately in front of it on the same file, provided that this square is unoccupied, or
- 3.7.2 on its first move the pawn may move as in 3.7.1 or alternatively it may advance two squares along the same file, provided that both squares are unoccupied, or
- 3.7.3 the pawn may move to a square occupied by an opponent's piece diagonally in front of it on an adjacent file, capturing that piece.
<!-- image -->
<!-- image -->
<!-- image -->
- 3.7.3.1 A pawn occupying a square on the same rank as and on an adjacent file to an opponent's pawn which has just advanced two squares in one move from its original square may capture this opponent's pawn as though the latter had been moved only one square.
- 3.7.3.2 This capture is only legal on the move following this advance and is called an 'en passant' capture.
- 3.7.3.3 When a player, having the move, plays a pawn to the rank furthest from its starting position, he/she must exchange that pawn as part of the same move for a new queen, rook, bishop or knight of the same colour on the intended square of arrival. This is called the square of 'promotion'."	"<!-- image -->
- 3.4 The queen may move to any square along the file, the rank or a diagonal on which it stands.
- 3.5 When making these moves, the bishop, rook or queen may not move over any intervening pieces.
- 3.6 The knight may move to one of the squares nearest to that on which it stands but not on the same rank, file or diagonal.
- 3.7 The pawn:
- 3.7.1 The pawn may move forward to the square immediately in front of it on the same file, provided that this square is unoccupied, or
- 3.7.2 on its first move the pawn may move as in 3.7.1 or alternatively it may advance two squares along the same file, provided that both squares are unoccupied, or
- 3.7.3 the pawn may move to a square occupied by an opponent's piece diagonally in front of it on an adjacent file, capturing that piece.
<!-- image -->
<!-- image -->
<!-- image -->
- 3.7.3.1 A pawn occupying a square on the same rank as and on an adjacent file to an opponent's pawn which has just advanced two squares in one move from its original square may capture this opponent's pawn as though the latter had been moved only one square.
- 3.7.3.2 This capture is only legal on the move following this advance and is called an 'en passant' capture.
- 3.7.3.3 When a player, having the move, plays a pawn to the rank furthest from its starting position, he/she must exchange that pawn as part of the same move for a new queen, rook, bishop or knight of the same colour on the intended square of arrival. This is called the square of 'promotion'."
What happens if the initial position was incorrect?	FIDE TPR calculation: Tournament Performance Rating, DB values, section 10.2 references.
How does the arbiter handle electronic device violations?	"However, there is the possibility for an arbiter or an organizer to specify in advance (in the regulations of the event) a less severe penalty for a violation of this article (perhaps a fine). They can also include in the regulations of the event the possibility of bringing such a device to the tournament provided that certain conditions are fulfilled: that it is completely switched off and stored in a separate bag, so that it is not in contact with the player and the player does not have access to the bag during the game, without the arbiter's permission (and he/she cannot take the bag with him to the toilet, and so on.).
A player who arrives after the start of a round should be given the opportunity to store his/her device before playing their first move, either with the organiser or placed in a bag, if this is allowed."	"However, there is the possibility for an arbiter or an organizer to specify in advance (in the regulations of the event) a less severe penalty for a violation of this article (perhaps a fine). They can also include in the regulations of the event the possibility of bringing such a device to the tournament provided that certain conditions are fulfilled: that it is completely switched off and stored in a separate bag, so that it is not in contact with the player and the player does not have access to the bag during the game, without the arbiter's permission (and he/she cannot take the bag with him to the toilet, and so on.).
A player who arrives after the start of a round should be given the opportunity to store his/her device before playing their first move, either with the organiser or placed in a bag, if this is allowed."
What is stalemate and when does it occur?	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."
If a player's flag falls and no one notices, what should happen when it is discovered?	"- 6.8 A flag is considered to have fallen when the arbiter observes the fact or when either player has made a valid claim to that effect.
A flag is considered to have fallen when it is noticed or claimed, not when it physically happened. If a result is reached between a flag fall and the fall being noticed, the result is not changed. The arbiter should announce flag fall as soon as he notices it
- 6.9 Except where one of Articles 5.1.1, 5.1.2, 5.2.1, 5.2.2, 5.2.3 applies, if a player does not complete the prescribed number of moves in the allotted time, the game is lost by that player. However, the game is drawn if the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves.
Also in the case of articles 9.6.1 and 9.6.2, even if a player does not complete the prescribed number of moves in the allotted time, the game is drawn."	"- 6.8 A flag is considered to have fallen when the arbiter observes the fact or when either player has made a valid claim to that effect.
A flag is considered to have fallen when it is noticed or claimed, not when it physically happened. If a result is reached between a flag fall and the fall being noticed, the result is not changed. The arbiter should announce flag fall as soon as he notices it
- 6.9 Except where one of Articles 5.1.1, 5.1.2, 5.2.1, 5.2.2, 5.2.3 applies, if a player does not complete the prescribed number of moves in the allotted time, the game is lost by that player. However, the game is drawn if the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves.
Also in the case of articles 9.6.1 and 9.6.2, even if a player does not complete the prescribed number of moves in the allotted time, the game is drawn."
How should the chess clock be handled according to Article 6?	"If a player makes a move with one hand and presses the clock with the other, it is not considered as an illegal move, but it is penalized according to article 12.9.
- 6.2.4 The players must handle the chessclock properly. It is forbidden to press it forcibly, to pick it up, to press the clock before moving or to knock it over. Improper clock handling shall be penalised in accordance with Article 12.9.
Where a player presses the clock without making a move, as mentioned in article 6.2.4, it is considered as an illegal move and it is penalized according to article 7.5.3.
- 6.2.5 Only the player whose clock is running is allowed to adjust the pieces.
- 6.2.6 If a player is unable to use the clock, an assistant, who must be acceptable to the arbiter, may be provided by the player to perform this operation. His/Her clock shall be adjusted by the arbiter in an equitable way. This adjustment of the clock shall not apply to the clock of a player with a disability.
It is clear that the player himself has to provide an assistant. He/She has to introduce this assistant to the arbiter, in advance and not just before the start of the round. It is usual that 10 minutes are deducted from the time of the player who needs an assistant. No deduction should be made in the case of a disabled player.
- 6.3 Allotted time:"	"If a player makes a move with one hand and presses the clock with the other, it is not considered as an illegal move, but it is penalized according to article 12.9.
- 6.2.4 The players must handle the chessclock properly. It is forbidden to press it forcibly, to pick it up, to press the clock before moving or to knock it over. Improper clock handling shall be penalised in accordance with Article 12.9.
Where a player presses the clock without making a move, as mentioned in article 6.2.4, it is considered as an illegal move and it is penalized according to article 7.5.3.
- 6.2.5 Only the player whose clock is running is allowed to adjust the pieces.
- 6.2.6 If a player is unable to use the clock, an assistant, who must be acceptable to the arbiter, may be provided by the player to perform this operation. His/Her clock shall be adjusted by the arbiter in an equitable way. This adjustment of the clock shall not apply to the clock of a player with a disability.
It is clear that the player himself has to provide an assistant. He/She has to introduce this assistant to the arbiter, in advance and not just before the start of the round. It is usual that 10 minutes are deducted from the time of the player who needs an assistant. No deduction should be made in the case of a disabled player.
- 6.3 Allotted time:"
What happens when a flag falls on the chess clock?	"INCREMENT: a specified amount of time added to the players main (thinking) time with each move played. The first increment is added at the start of the game. Often called Fischer Bonus and shown on some clocks as FISCH. If a player moves quickly their time can increase.
There are two types of delay, Bronstein and Simple (or US). With delay a player can never increase their time beyond the amount they had at the start of a move. If the clock is pressed before all of the bonus time has been used, the remaining bonus time is lost. Both delay methods have the same overall effect.
BRONSTEIN DELAY: the clock will add the delay only after the move has been completed. The delay added will be the maximum only if the player used more that time, otherwise, the exact amount of used thinking time will be added.
SIMPLE DELAY: with this mode the main time only starts after the delay countdown expires."	"INCREMENT: a specified amount of time added to the players main (thinking) time with each move played. The first increment is added at the start of the game. Often called Fischer Bonus and shown on some clocks as FISCH. If a player moves quickly their time can increase.
There are two types of delay, Bronstein and Simple (or US). With delay a player can never increase their time beyond the amount they had at the start of a move. If the clock is pressed before all of the bonus time has been used, the remaining bonus time is lost. Both delay methods have the same overall effect.
BRONSTEIN DELAY: the clock will add the delay only after the move has been completed. The delay added will be the maximum only if the player used more that time, otherwise, the exact amount of used thinking time will be added.
SIMPLE DELAY: with this mode the main time only starts after the delay countdown expires."
When must a player record the moves during a game?	"## 1.6 Colour Difference (CD)
- 1.6.1 A team is said to have (had) a colour (White or Black) in a match if the match was actually played and the player on the first board was scheduled to play with that colour.
- 1.6.2 The colour difference of a team is the number of matches where the team had White minus the number of matches where the team had Black.

## 1.7 Colour Preference
Type A colour preferences are used unless the rules of the team competition specify that either Type B colour preferences shall be used or colour preferences are not to be used at all.

## 1.7.1 Type A colour preferences
- 1) A team has a simple (Type A) colour preference for White if its CD is less than -1, or, being its CD 0 or -1, the team had Black in the last two played matches.
- 2) A team has a simple (Type A) colour preference for Black if its CD is more than +1, or, being its CD 0 or +1, the team had White in the last two played matches.
- 3) In all other situations, the team has no (Type A) colour preference."
When can a player claim a draw by the 50-move rule?	"- 9.2.2 has just appeared, and the player claiming the draw has the move.
- 9.2.3 Positions are considered the same if and only if the same player has the move, pieces of the same kind and colour occupy the same squares and the possible moves of all the pieces of both players are the same. Thus positions are not the same if:
- 9.2.3.1 at the start of the sequence a pawn could have been captured en passant
- 9.2.3.2 a king had castling rights with a rook that has not been moved, but forfeited these after moving. The castling rights are lost only after the king or rook is moved.
Only the player whose move it is, and whose clock is running, is allowed to claim a draw in this way. If the procedure of a draw claim is correct, but the player forgets or doesn't know that he/she shall write his/her intended move, it is advisable that instead of rejecting the claim, the arbiter says 'Make your claim legal', if the player asks how he/she can make his/her claim legal, the arbiter can, according to article 11.2, explains conditions of a correct claim.
The correctness of a claim must be checked in the presence of both players. It is also advisable to replay the game and not to decide by only using the score sheets. If electronic boards are used it is possible to check it on the computer.
- 9.3 The game is drawn, upon a correct claim by a player having the move, if:
- 9.3.1 he/she indicates his/her move, which cannot be changed, by writing it on the paper scoresheet or entering it on the electronic scoresheet and declares to the arbiter his/her intention to make this move which will result in the last 50 moves by each player having been made without the movement of any pawn and without any capture, or"	"- 9.2.2 has just appeared, and the player claiming the draw has the move.
- 9.2.3 Positions are considered the same if and only if the same player has the move, pieces of the same kind and colour occupy the same squares and the possible moves of all the pieces of both players are the same. Thus positions are not the same if:
- 9.2.3.1 at the start of the sequence a pawn could have been captured en passant
- 9.2.3.2 a king had castling rights with a rook that has not been moved, but forfeited these after moving. The castling rights are lost only after the king or rook is moved.
Only the player whose move it is, and whose clock is running, is allowed to claim a draw in this way. If the procedure of a draw claim is correct, but the player forgets or doesn't know that he/she shall write his/her intended move, it is advisable that instead of rejecting the claim, the arbiter says 'Make your claim legal', if the player asks how he/she can make his/her claim legal, the arbiter can, according to article 11.2, explains conditions of a correct claim.
The correctness of a claim must be checked in the presence of both players. It is also advisable to replay the game and not to decide by only using the score sheets. If electronic boards are used it is possible to check it on the computer.
- 9.3 The game is drawn, upon a correct claim by a player having the move, if:
- 9.3.1 he/she indicates his/her move, which cannot be changed, by writing it on the paper scoresheet or entering it on the electronic scoresheet and declares to the arbiter his/her intention to make this move which will result in the last 50 moves by each player having been made without the movement of any pawn and without any capture, or"
What is the default time for arriving late to a game?	"## 6.6 At the time determined for the start of the game White's clock is started.
In matches and smaller tournaments, where there are enough arbiters to do so, the clocks may be started by the arbiters.
In general, in tournaments with many players the arbiter announces the start of the round and states that White's clock is started. The arbiter then goes round the room checking that White's clock has been started on all boards.
Where the move-counter is used to add time after the first time control (at least 30 moves), it is desirable for arbiters to start all White's clocks.
In large tournaments where the move-counter is used, the Chief Arbiter should decide whether the length of time needed to start all of the clocks justifies this being done by the arbiters rather than by the player. If the players start the clock, when the arbiters go around checking that the clocks have been started, they must also make sure that the clock correctly indicates which player is white."	"## 6.6 At the time determined for the start of the game White's clock is started.
In matches and smaller tournaments, where there are enough arbiters to do so, the clocks may be started by the arbiters.
In general, in tournaments with many players the arbiter announces the start of the round and states that White's clock is started. The arbiter then goes round the room checking that White's clock has been started on all boards.
Where the move-counter is used to add time after the first time control (at least 30 moves), it is desirable for arbiters to start all White's clocks.
In large tournaments where the move-counter is used, the Chief Arbiter should decide whether the length of time needed to start all of the clocks justifies this being done by the arbiters rather than by the player. If the players start the clock, when the arbiters go around checking that the clocks have been started, they must also make sure that the clock correctly indicates which player is white."
When must a player record the moves during a game?	"## Article 8: The Recording of the Moves
- 8.1 How the moves shall be recorded:
- 8.1.1 In the course of play each player is required to record his/her own moves and those of his/her opponent in the correct manner, move after move, as clearly and legibly as possible, in one of the following ways:
- 8.1.1.1 by writing in the algebraic notation (Appendix C), on the paper 'scoresheet' prescribed for the competition.
- 8.1.1.2 by entering moves on the FIDE certified 'electronic scoresheet' prescribed for the competition.
- 8.1.2 It is forbidden to record the moves in advance, unless the player is claiming a draw according to Article 9.2, or 9.3 or adjourning a game according to Guidelines I.1.1
Notice that it is normally forbidden to record the move before playing it. Only in the case of a draw claim (Article 9.2. and 9.3) and adjourning is it allowed to do so.
Even if an opponent has only one legal move, this must not be recorded by the player in advance
- 8.1.3 A player may reply to his/her opponent's move before recording it, if he/she so wishes. He/She must record his/her previous move before making another.
- 8.1.4 The scoresheet shall be used only for recording the moves, the times of the clocks, offers of a draw, matters relating to a claim and other relevant data.
- 8.1.5 Both players must record the offer of a draw on the scoresheet with a symbol (=)."	"## Article 8: The Recording of the Moves
- 8.1 How the moves shall be recorded:
- 8.1.1 In the course of play each player is required to record his/her own moves and those of his/her opponent in the correct manner, move after move, as clearly and legibly as possible, in one of the following ways:
- 8.1.1.1 by writing in the algebraic notation (Appendix C), on the paper 'scoresheet' prescribed for the competition.
- 8.1.1.2 by entering moves on the FIDE certified 'electronic scoresheet' prescribed for the competition.
- 8.1.2 It is forbidden to record the moves in advance, unless the player is claiming a draw according to Article 9.2, or 9.3 or adjourning a game according to Guidelines I.1.1
Notice that it is normally forbidden to record the move before playing it. Only in the case of a draw claim (Article 9.2. and 9.3) and adjourning is it allowed to do so.
Even if an opponent has only one legal move, this must not be recorded by the player in advance
- 8.1.3 A player may reply to his/her opponent's move before recording it, if he/she so wishes. He/She must record his/her previous move before making another.
- 8.1.4 The scoresheet shall be used only for recording the moves, the times of the clocks, offers of a draw, matters relating to a claim and other relevant data.
- 8.1.5 Both players must record the offer of a draw on the scoresheet with a symbol (=)."
How should an arbiter handle a quickplay finish situation?	"## Guidelines III. Games without increment including Quickplay Finishes
- III.1 A 'quickplay finish' is the phase of a game when all the remaining moves must be completed in a finite time.
Example 1: According to the tournament regulations of an event, the time control is 2 hours for 30 moves and then 1 hour for the end of the game. The last 1 hour will be played according to the rules of the Quickplay finish.
Example 2: According to the tournament regulations of an event, the time control is 2 hours for the whole game. It means that the whole game will be played according to the rules of the Quickplay finish.
- III.2.1 The Guidelines below concerning the final period of the game including Quickplay Finishes, shall only be used at an event if their use has been announced beforehand.
- III.2.2 These Guidelines shall apply only to standard chess and rapid chess games without increment and not to blitz games.
- III.3.1 If both flags have fallen and it is impossible to establish which flag fell first then:
- III.3.1.1 the game shall continue if this occurs in any period of the game except the last period.
- III.3.1.2 the game is drawn if this occurs in the period of a game in which all remaining moves must be completed.
- III.4 If the player having the move has less than two minutes left on his/her clock, he/she may request that an increment extra five seconds be introduced for both players. This constitutes the offer of a draw. If the offer refused, and the arbiter agrees to the request, the clocks shall then be set with the extra time; the opponent shall be awarded two extra minutes and the game shall continue."	"## Guidelines III. Games without increment including Quickplay Finishes
- III.1 A 'quickplay finish' is the phase of a game when all the remaining moves must be completed in a finite time.
Example 1: According to the tournament regulations of an event, the time control is 2 hours for 30 moves and then 1 hour for the end of the game. The last 1 hour will be played according to the rules of the Quickplay finish.
Example 2: According to the tournament regulations of an event, the time control is 2 hours for the whole game. It means that the whole game will be played according to the rules of the Quickplay finish.
- III.2.1 The Guidelines below concerning the final period of the game including Quickplay Finishes, shall only be used at an event if their use has been announced beforehand.
- III.2.2 These Guidelines shall apply only to standard chess and rapid chess games without increment and not to blitz games.
- III.3.1 If both flags have fallen and it is impossible to establish which flag fell first then:
- III.3.1.1 the game shall continue if this occurs in any period of the game except the last period.
- III.3.1.2 the game is drawn if this occurs in the period of a game in which all remaining moves must be completed.
- III.4 If the player having the move has less than two minutes left on his/her clock, he/she may request that an increment extra five seconds be introduced for both players. This constitutes the offer of a draw. If the offer refused, and the arbiter agrees to the request, the clocks shall then be set with the extra time; the opponent shall be awarded two extra minutes and the game shall continue."
What behavior is forbidden for players according to Article 11?	"## 11.3.3 The arbiter may require the player to allow his/her clothes, bags, other items or body to be inspected, in private. The arbiter or person authorised by the arbiter shall inspect the player, and shall be of the same gender as the player. If a player refuses to cooperate with these obligations, the arbiter shall take measures in accordance with Article 12.9.
The regulations about electronic devices are now very strict. No mobile phone is allowed in the playing venue and it makes no difference if it is switched on or off. If a mobile phone (even switched off) is found with a player, his/her game is immediately lost and the opponent shall win. The result shall be 1-0 or 0-1. It doesn't matter if, when the mobile phone is found, the opponent cannot checkmate the offending player by any series of legal moves: he/she wins the game. The opponent may have cheated earlier.
It is different if the game has not yet started. Suppose the following situation occurs: There is no zero-tolerance. Player A is in the playing hall at the start of the round. His/Her opponent, Player B is absent. Immediately after player A made his/her first move his/her mobile rings. The arbiter declares the game lost for Player A. Some minutes later, but still on time, Player B arrives. The score is '-/+', it is not a 'played' game and it cannot be rated."	"## 11.3.3 The arbiter may require the player to allow his/her clothes, bags, other items or body to be inspected, in private. The arbiter or person authorised by the arbiter shall inspect the player, and shall be of the same gender as the player. If a player refuses to cooperate with these obligations, the arbiter shall take measures in accordance with Article 12.9.
The regulations about electronic devices are now very strict. No mobile phone is allowed in the playing venue and it makes no difference if it is switched on or off. If a mobile phone (even switched off) is found with a player, his/her game is immediately lost and the opponent shall win. The result shall be 1-0 or 0-1. It doesn't matter if, when the mobile phone is found, the opponent cannot checkmate the offending player by any series of legal moves: he/she wins the game. The opponent may have cheated earlier.
It is different if the game has not yet started. Suppose the following situation occurs: There is no zero-tolerance. Player A is in the playing hall at the start of the round. His/Her opponent, Player B is absent. Immediately after player A made his/her first move his/her mobile rings. The arbiter declares the game lost for Player A. Some minutes later, but still on time, Player B arrives. The score is '-/+', it is not a 'played' game and it cannot be rated."
What happens when a flag falls on the chess clock?	obtaining the FPO Title: ● Seminar + Exam- After passing the exam, the FPO Candidate can be appointed to I.1.9.1 Category Aor I.1.9.2.1 Category B tournaments, remotely assisted and supervised by an FPO. ● 4 Norms (working on events supervised by an FPO + Olympiad); ● The FPO Candidate must be at least 18 years old; ● FIDE FPO Norms Report needs to besigned by the CA and the supervising FPO; ● FPO Title Application Form. The Fair Play Supervisor fee is
What is the definition of stalemate?	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."
When can a player stop recording moves?	"- 8.5 Incomplete scoresheets:
- 8.5.1 If neither player keeps score under Article 8.4, the arbiter or an assistant should try to be present and keep score. In this case, immediately after a flag has fallen the arbiter shall pause the chessclock. Then both players shall update their scoresheets, using the arbiter's or the opponent's scoresheet.
It happens quite often that in this time trouble phase the player asks the arbiter how many moves are left until the time control. The arbiter must not answer this as it would be giving advice. Even if the required number of moves have been made the arbiter should not intervene until after a flag fall. At this point the arbiter should pause the chess-clock and request both players to update their scoresheets. When they are completed the arbiter will restart the clock of the player on the move. If a player delays updating his/her scoresheet, sometimes contemplating his/her next move, he/she should be warned."	"- 8.5 Incomplete scoresheets:
- 8.5.1 If neither player keeps score under Article 8.4, the arbiter or an assistant should try to be present and keep score. In this case, immediately after a flag has fallen the arbiter shall pause the chessclock. Then both players shall update their scoresheets, using the arbiter's or the opponent's scoresheet.
It happens quite often that in this time trouble phase the player asks the arbiter how many moves are left until the time control. The arbiter must not answer this as it would be giving advice. Even if the required number of moves have been made the arbiter should not intervene until after a flag fall. At this point the arbiter should pause the chess-clock and request both players to update their scoresheets. When they are completed the arbiter will restart the clock of the player on the move. If a player delays updating his/her scoresheet, sometimes contemplating his/her next move, he/she should be warned."
What is the purpose of the 'j'adoube' or 'I adjust' declaration?	"## Article 4: The Act of Moving the Pieces
- 4.1 Each move must be played with one hand only.
- 4.2 Adjusting the pieces or other physical contact with a piece:
- 4.2.1 Only the player having the move may adjust one or more pieces on their squares, provided that he/she first expresses his/her intention (for example by saying 'j'adoube' or 'I adjust').
Article 4.2.1 may only be used to correct displaced pieces. If the opponent is not present then an arbiter, if present, should be informed before any adjustment takes place. The player should always announce his/her intention to adjust a piece. If he/she does not do this then the normal touch move rules apply (see 4.3).
- 4.2.2 Any other physical contact with a piece, except for clearly accidental contact, shall be considered to be intent.
- 4.3 Except as provided in Article 4.2.1, if the player having the move touches on the chessboard, with the intention of moving or capturing:
- 4.3.1 one or more of his/her own pieces, he/she must move the first piece touched that can be moved.
- 4.3.2 one or more of his/her opponent's pieces, he/she must capture the first piece touched that can be captured.
- 4.3.3 one or more pieces of each colour, he/she must capture the first touched opponent's piece with his/her first touched piece or, if this is illegal, move or capture the first piece touched that can be moved or captured. If it is unclear whether the player's own piece or his/her opponent's was touched first, the player's own piece shall be considered to have been touched before his/her opponent's."	"## Article 4: The Act of Moving the Pieces
- 4.1 Each move must be played with one hand only.
- 4.2 Adjusting the pieces or other physical contact with a piece:
- 4.2.1 Only the player having the move may adjust one or more pieces on their squares, provided that he/she first expresses his/her intention (for example by saying 'j'adoube' or 'I adjust').
Article 4.2.1 may only be used to correct displaced pieces. If the opponent is not present then an arbiter, if present, should be informed before any adjustment takes place. The player should always announce his/her intention to adjust a piece. If he/she does not do this then the normal touch move rules apply (see 4.3).
- 4.2.2 Any other physical contact with a piece, except for clearly accidental contact, shall be considered to be intent.
- 4.3 Except as provided in Article 4.2.1, if the player having the move touches on the chessboard, with the intention of moving or capturing:
- 4.3.1 one or more of his/her own pieces, he/she must move the first piece touched that can be moved.
- 4.3.2 one or more of his/her opponent's pieces, he/she must capture the first piece touched that can be captured.
- 4.3.3 one or more pieces of each colour, he/she must capture the first touched opponent's piece with his/her first touched piece or, if this is illegal, move or capture the first piece touched that can be moved or captured. If it is unclear whether the player's own piece or his/her opponent's was touched first, the player's own piece shall be considered to have been touched before his/her opponent's."
What should happen when an illegal move is discovered?	"This means that the player does not lose the game with the first illegal move, but only with the second, as it is in standard chess. The penalty is the addition of one minute to the opponent, instead of two minutes.
- A.5.3 To claim a win on time, the claimant may pause the chessclock and notify the arbiter. However, the game is drawn if the position is such that the claimant cannot checkmate the player's king by any possible series of legal moves.
If both clocks indicate 0.00, no claim for win on time can be submitted by the players, but the Arbiter shall decide the result of the game by the flag that is shown on one of the clocks. The player whose clock shows this indication loses the game.
- A.5.4 If the arbiter observes both kings are in check, or a pawn stands on the rank furthest from its starting position, he/she shall wait until the next move is completed. Then, if an illegal position is still on the board, he/she shall declare the game drawn.
The arbiter arrives at a board where both kings are in check. If that situation continues after the next move is played the arbiter shall declare the game drawn. If that move removes his/her own king from check but the opponent is still in check then the game continues as it is no longer an illegal position. If the second player remains in check after completing his/her next move the arbiter should declare an illegal move by that player."
What is the touch-move rule according to Article 4?	"According to this rule, if a player has not said 'I adjust' or something similar before touching a piece and touching the piece is not accidental, the touched piece must be moved. For example, if White played 1 Be2xg5 by lifting the bishop and then removing the knight, the bishop on e2 must be moved as it was touched intending to move.
<!-- image -->
The accidental touch doesn't imply a psychological analysis of the player's intentions.
- 4.4 If a player having the move:
- 4.4.1 touches his/her king and a rook he/she must castle on that side if it is legal to do so
- 4.4.2 deliberately touches a rook and then his/her king he/she is not allowed to castle on that side on that move and the situation shall be governed by Article 4.3.1.
In this case the player must move his/her rook, if possible. If no rook move is possible, he/she should move his/her king. (Article 4.3.1)
- 4.4.3 intending to castle, touches the king and then a rook, but castling with this rook is illegal, the player must make another legal move with his/her king (which may include castling with the other rook). If the king has no legal move, the player is free to make any legal move.
Please note that castling is a king move. If a player tries to castle and it is found to be illegal, then the player must make a king move that is legal. If there is no legal move of the king the player is free to make any move - he/she is not obliged to move the rook (but see 4.4.2)."	"According to this rule, if a player has not said 'I adjust' or something similar before touching a piece and touching the piece is not accidental, the touched piece must be moved. For example, if White played 1 Be2xg5 by lifting the bishop and then removing the knight, the bishop on e2 must be moved as it was touched intending to move.
<!-- image -->
The accidental touch doesn't imply a psychological analysis of the player's intentions.
- 4.4 If a player having the move:
- 4.4.1 touches his/her king and a rook he/she must castle on that side if it is legal to do so
- 4.4.2 deliberately touches a rook and then his/her king he/she is not allowed to castle on that side on that move and the situation shall be governed by Article 4.3.1.
In this case the player must move his/her rook, if possible. If no rook move is possible, he/she should move his/her king. (Article 4.3.1)
- 4.4.3 intending to castle, touches the king and then a rook, but castling with this rook is illegal, the player must make another legal move with his/her king (which may include castling with the other rook). If the king has no legal move, the player is free to make any legal move.
Please note that castling is a king move. If a player tries to castle and it is found to be illegal, then the player must make a king move that is legal. If there is no legal move of the king the player is free to make any move - he/she is not obliged to move the rook (but see 4.4.2)."
What happens if both players have made an illegal move?	"## Qualification Commission Title Application Review https://qc.fide.com/2023/05/01/qualification-commission-title-application-review/
At the review of title applications by the Qualification Commission unfortunately some applications are rejected as these do not fulfil the requirements. Below we will address some issues we have encountered at the latest review. This may help arbiters and federation title officials in assessing whether a norm or application may be viable. With this, we hope to avoid disappointments of future applicants.
-  A norm of which the tournament has not (yet) been rated by FIDE, will not be considered.
-  When a player has an overscore in a tournament, the number of games for the title application may be increased, e.g. a norm over 8 rounds with an overscore of one point will count as a norm over 9 rounds. However, in case no norm is scored due to missing a round by a loss by forfeit, an overscore will not create a norm. See 1.4.1.c and 1.4.1.d.
-  Furthermore, in case of two tournaments with each an overscore of 1⁄2 point, this does not increase the number of games. See 1.4.1.d.
-  In tournaments with pre-determined pairings (such as a round robin), a norm must be based on all scheduled rounds. Thus, a norm cannot be based on 9 rounds in a 12player round robin. See 1.4.1.e."
